Time (s) 1#1,Angle (rad) 1#1,Time (s) 1A#1,Angle (rad) 1A#1,Time (s) 1A#2,Angle (rad) 1A#2,Time (s) 1B#1,Angle (rad) 1B#1,Time (s) 1B#2,Angle (rad) 1B#2,Time (s) 1C#1,Angle (rad) 1C#1,Time (s) 1AB#1,Angle (rad) 1AB#1,Time (s) 1AB#2,Angle (rad) 1AB#2,Time (s) 1AC#1,Angle (rad) 1AC#1,Time (s) 1BC#1,Angle (rad) 1BC#1,Time (s) 1ABC#1,Angle (rad) 1ABC#1,Time (s) 1ABC#2,Angle (rad) 1ABC#2,Time (s) 2#1,Angle (rad) 2#1,Time (s) 2A#1,Angle (rad) 2A#1,Time (s) 2B#1,Angle (rad) 2B#1,Time (s) 2C#1,Angle (rad) 2C#1,Time (s) 2C#2,Angle (rad) 2C#2,Time (s) 2AB#1,Angle (rad) 2AB#1,Time (s) 2AC#1,Angle (rad) 2AC#1,Time (s) 2BC#1,Angle (rad) 2BC#1,Time (s) 2ABC#1,Angle (rad) 2ABC#1,Time (s) 3#1,Angle (rad) 3#1,Time (s) 3A#1,Angle (rad) 3A#1,Time (s) 3B#1,Angle (rad) 3B#1,Time (s) 3C#1,Angle (rad) 3C#1,Time (s) 3AB#1,Angle (rad) 3AB#1,Time (s) 3AB#2,Angle (rad) 3AB#2,Time (s) 3AC#1,Angle (rad) 3AC#1,Time (s) 3BC#1,Angle (rad) 3BC#1,Time (s) 3BC#2,Angle (rad) 3BC#2,Time (s) 3ABC#1,Angle (rad) 3ABC#1,Time (s) 4#1,Angle (rad) 4#1,Time (s) 4A#1,Angle (rad) 4A#1,Time (s) 4B#1,Angle (rad) 4B#1,Time (s) 4C#1,Angle (rad) 4C#1,Time (s) 4AB#1,Angle (rad) 4AB#1,Time (s) 4AC#1,Angle (rad) 4AC#1,Time (s) 4BC#1,Angle (rad) 4BC#1,Time (s) 4BC#2,Angle (rad) 4BC#2,Time (s) 4ABC#1,Angle (rad) 4ABC#1
,,,,,,,,,,,,,,,,,,,,,,,,30.841,0.152,,,,,,,,,,,,,,,,,20.480999999999998,0.237,31.691,0.104,25.818500000000004,0.063,24.979000000000003,0.085,,,35.5535,0.047,35.8695,0.124,30.104999999999997,0.071,35.665499999999994,0.002,41.6525,0.033,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,31.0445,0.157,,,,,,,,,,,,,,,,,20.599,0.234,31.9015,0.102,25.993499999999997,0.06,25.145999999999997,0.082,,,35.798,0.044,36.111,0.121,30.316000000000003,0.071,,,41.9255,0.033,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,31.2455,0.145,,,,,,,,,,,,,,,,,20.717,0.232,32.1105,0.101,26.168,0.06,25.3125,0.082,,,36.0445,0.041,36.3525,0.119,30.526,0.066,,,42.19800000000001,0.028,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,31.448000000000004,0.148,,,,,,,,,,,,,,,,,20.836000000000002,0.231,32.3205,0.099,26.3435,0.057,25.479,0.079,,,36.291,0.039,36.593999999999994,0.118,30.737,0.066,,,42.4705,0.028,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,31.65,0.137,,,,,,,,,,,,,,,,,20.9535,0.229,32.530499999999996,0.097,26.518,0.057,25.645,0.077,,,36.538,0.036,36.836,0.116,30.947499999999998,0.063,,,42.743,0.024,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,31.852,0.14,,,,,,,,,,,,,,,,,21.0725,0.228,32.7405,0.096,26.6935,0.053,25.811500000000002,0.074,,,36.783,0.033,37.0775,0.113,31.1595,0.063,,,43.0165,0.024,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32.0535,0.129,,,,,,,,,,,,,,,,,21.19,0.226,32.951,0.096,26.8675,0.053,25.978,0.074,,,37.0315,0.031,37.32,0.113,31.3685,0.058,,,43.290000000000006,0.019,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32.256,0.132,,,,,,,,,,,,,,,,,21.308,0.223,33.160999999999994,0.094,27.043,0.05,26.1445,0.071,,,37.2755,0.028,37.5605,0.11,31.579,0.058,,,43.563,0.019,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32.457,0.121,,,,,,,,,,,,,,,,,21.427,0.223,33.3705,0.093,27.2175,0.05,26.31,0.069,,,37.521499999999996,0.025,37.802,0.108,31.7885,0.053,,,43.8395,0.016,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32.659,0.124,,,,,,,,,,,,,,,,,21.545,0.22,33.58,0.091,27.393,0.047,26.477,0.066,,,37.7675,0.024,38.044,0.107,31.999,0.053,,,44.1095,0.014,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32.86,0.113,,,,,,,,,,,,,,,,,21.663,0.22,33.79,0.09,27.567500000000003,0.047,26.6435,0.066,,,38.013000000000005,0.02,38.2855,0.105,32.21,0.05,,,44.382,0.011,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,33.0625,0.118,,,,,,,,,,,,,,,,,21.781,0.217,34.0,0.088,27.743,0.044,26.81,0.063,,,38.261500000000005,0.019,38.5265,0.102,32.4195,0.049,,,44.651500000000006,0.009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,33.2635,0.107,,,,,,,,,,,,,,,,,21.8995,0.217,34.2105,0.088,27.9175,0.044,26.977,0.063,,,38.5035,0.016,38.7695,0.102,32.63,0.046,,,44.921,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,33.465,0.11,,,,,,,,,,,,,,,,,22.018,0.214,34.4205,0.086,28.093000000000004,0.041,27.142999999999997,0.06,,,38.746500000000005,0.013,39.01,0.099,32.840500000000006,0.046,,,45.185,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,33.666,0.099,,,,,,,,,,,,,,,,,22.136,0.214,34.63,0.085,28.267,0.041,27.308,0.058,,,38.988499999999995,0.009,39.251,0.097,33.0495,0.041,,,45.449,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,33.8675,0.104,,,,,,,,,,,,,,,,,22.254,0.21,34.84,0.083,28.442,0.038,27.474999999999998,0.055,,,39.2305,0.008,39.492999999999995,0.096,33.26,0.041,,,45.706500000000005,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,34.0685,0.093,,,,,,,,,,,,,,,,,22.372999999999998,0.21,35.050000000000004,0.083,28.616999999999997,0.038,27.6415,0.055,,,39.4695,0.005,39.7345,0.094,33.471,0.038,,,45.961,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,34.2705,0.097,,,,,,,,,,,,,,,,,22.4905,0.207,35.26,0.082,28.792,0.035,27.807499999999997,0.052,,,39.705,0.003,39.975500000000004,0.091,33.6795,0.036,,,46.227,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,34.471,0.086,,,,,,,,,,,,,,,,,22.609,0.207,35.4695,0.08,28.967000000000002,0.035,27.973,0.05,,,39.9405,0.002,40.218,0.091,33.891,0.033,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,34.673,0.091,,,,,,,,,,,,,,,,,22.7275,0.206,35.6795,0.079,29.142500000000002,0.031,28.1405,0.049,,,,,40.4585,0.088,34.1005,0.031,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,34.873,0.08,,,,,,,,,,,,,,,,,22.8455,0.204,35.889,0.077,29.317,0.031,28.3055,0.047,,,,,40.6995,0.086,34.3105,0.028,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35.0745,0.085,,,,,,,,,,,,,,,,,22.964,0.203,36.1015,0.077,29.4925,0.028,28.472,0.044,,,,,40.941500000000005,0.085,34.5195,0.027,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35.275,0.074,,,,,,,,,,,,,,,,,23.082,0.201,36.3095,0.075,29.6675,0.028,28.638,0.044,,,,,41.1825,0.083,34.73,0.024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35.476,0.079,,,,,,,,,,,,,,,,,23.2,0.199,36.519,0.074,29.843500000000002,0.025,28.8045,0.041,,,,,41.4245,0.082,34.9385,0.022,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35.675999999999995,0.069,,,,,,,,,,,,,,,,,23.3185,0.198,36.729,0.072,30.015500000000003,0.024,28.970499999999998,0.041,,,,,41.664500000000004,0.08,35.148500000000006,0.019,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35.876999999999995,0.074,,,,,,,,,,,,,,,,,23.4365,0.196,36.939,0.071,30.191,0.02,29.1365,0.038,,,,,41.904999999999994,0.077,35.3565,0.017,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,36.077,0.063,,,,,,,,,,,,,,,,,23.555,0.196,37.1485,0.071,30.366,0.02,29.3015,0.036,,,,,42.146,0.075,35.5665,0.014,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,36.278,0.068,,,,,,,,,,,,,,,,,23.673,0.193,37.359,0.069,30.5415,0.017,29.468999999999998,0.035,,,,,42.3875,0.074,35.773999999999994,0.014,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,36.479,0.058,,,,,,,,,,,,,,,,,23.791,0.193,37.5685,0.068,30.7155,0.017,29.634,0.033,,,,,42.6275,0.072,35.98,0.009,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,36.6785,0.061,,,,,,,,,,,,,,,,,23.9095,0.19,37.7785,0.066,30.8905,0.014,29.8,0.03,,,,,42.869,0.071,36.186,0.009,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,36.879,0.052,,,,,,,,,,,,,,,,,24.0275,0.19,37.989000000000004,0.066,31.065,0.014,29.966,0.03,,,,,43.1095,0.069,36.391,0.006,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,37.0795,0.057,,,,,,,,,,,,,,,,,24.1455,0.188,38.199,0.064,31.2395,0.011,30.1325,0.027,,,,,43.351,0.068,36.589999999999996,0.005,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,37.2795,0.046,,,,,,,,,,,,,,,,,24.2635,0.187,38.4085,0.063,31.412499999999998,0.011,30.298499999999997,0.027,,,,,43.592,0.066,36.792,0.003,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,37.4795,0.05,,,,,,,,,,,,,,,,,24.382,0.185,38.6185,0.061,31.5865,0.008,30.4645,0.024,,,,,43.832,0.063,36.981,0.003,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,37.6795,0.041,,,,,,,,,,,,,,,,,24.5,0.185,38.8295,0.061,31.7585,0.008,30.631,0.024,,,,,44.0725,0.061,41.5345,0.002,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,37.879,0.046,,,,,,,,,,,,,,,,,24.618000000000002,0.182,39.0385,0.06,31.93,0.005,30.797,0.02,,,,,44.313,0.06,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,38.078,0.035,,,,,,,,,,,,,,,,,24.7365,0.182,39.2485,0.058,32.0975,0.005,30.962999999999997,0.02,,,,,44.5535,0.058,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,38.277499999999996,0.039,,,,,,,,,,,,,,,,,24.855,0.181,39.458,0.057,32.268,0.002,31.1295,0.017,,,,,44.7945,0.057,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,38.478,0.03,,,,,,,,,,,,,,,,,24.9725,0.179,39.668,0.055,32.4565,0.002,31.294999999999998,0.017,,,,,45.0345,0.055,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,38.6775,0.035,,,,,,,,,,,,,,,,,25.091,0.178,39.8795,0.055,,,31.461,0.014,,,,,45.276,0.053,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,38.8765,0.024,,,,,,,,,,,,,,,,,25.209,0.178,40.0885,0.053,,,31.627,0.014,,,,,45.5165,0.052,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,39.076,0.028,,,,,,,,,,,,,,,,,25.3275,0.174,40.2985,0.052,,,31.7925,0.011,,,,,45.754999999999995,0.049,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,39.276,0.019,,,,,,,,,,,,,,,,,25.4455,0.174,40.508,0.05,,,31.958,0.011,,,,,45.9955,0.047,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,39.4745,0.024,,,,,,,,,,,,,,,,,25.5635,0.173,40.718,0.049,,,32.123,0.008,,,,,46.236,0.046,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,39.673500000000004,0.013,,,,,,,,,,,,,,,,,25.6815,0.171,40.9285,0.049,,,32.2875,0.008,,,,,46.4765,0.044,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,39.873,0.017,,,,,,,,,,,,,,,,,25.799999999999997,0.17,41.138,0.047,,,32.451,0.005,,,,,46.7175,0.042,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40.074,0.008,,,,,,,,,,,,,,,,,25.918,0.17,41.348000000000006,0.046,,,32.614000000000004,0.005,,,,,46.958,0.041,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40.2735,0.013,,,,,,,,,,,,,,,,,26.037000000000003,0.168,41.557,0.044,,,32.776,0.002,,,,,47.19950000000001,0.039,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40.4705,0.003,,,,,,,,,,,,,,,,,26.154500000000002,0.167,41.7675,0.042,,,32.9395,0.003,,,,,47.44050000000001,0.038,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,40.661500000000004,0.008,,,,,,,,,,,,,,,,,26.2725,0.165,41.979499999999994,0.042,,,,,,,,,47.680499999999995,0.035,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,46.815999999999995,0.003,,,,,,,,,,,,,,,,,26.3905,0.165,42.187999999999995,0.041,,,,,,,,,47.921,0.033,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.509,0.162,42.3975,0.039,,,,,,,,,48.161500000000004,0.031,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.627,0.162,42.607,0.038,,,,,,,,,48.4025,0.03,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.745,0.16,42.817,0.036,,,,,,,,,48.643,0.028,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8635,0.16,43.027,0.035,,,,,,,,,48.8835,0.027,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9815,0.157,43.239,0.035,,,,,,,,,49.123999999999995,0.025,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0995,0.157,43.4475,0.033,,,,,,,,,49.3645,0.024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.218,0.156,43.6565,0.031,,,,,,,,,49.605,0.022,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3365,0.156,43.8665,0.03,,,,,,,,,49.845000000000006,0.02,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.454000000000004,0.152,44.076,0.028,,,,,,,,,50.086,0.019,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5725,0.152,44.286,0.027,,,,,,,,,50.325500000000005,0.017,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6905,0.151,44.4955,0.025,,,,,,,,,50.566,0.016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.809,0.151,44.707,0.025,,,,,,,,,50.8045,0.014,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9265,0.148,44.916000000000004,0.024,,,,,,,,,51.0445,0.013,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.045,0.148,45.1255,0.022,,,,,,,,,51.2815,0.011,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.163,0.146,45.335,0.02,,,,,,,,,51.519,0.009,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2815,0.146,45.545,0.019,,,,,,,,,51.753499999999995,0.008,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3995,0.145,45.7545,0.017,,,,,,,,,51.989,0.006,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.518,0.145,45.964,0.016,,,,,,,,,52.221,0.006,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6355,0.141,46.1755,0.016,,,,,,,,,52.453,0.005,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.753500000000003,0.141,46.384,0.014,,,,,,,,,52.6785,0.003,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8725,0.14,46.592,0.013,,,,,,,,,52.904999999999994,0.002,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.990000000000002,0.14,46.8005,0.011,,,,,,,,,53.129,0.002,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1085,0.138,47.0085,0.009,,,,,,,,,53.349,0.002,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.227,0.138,47.2155,0.008,,,,,,,,,53.57,0.002,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3445,0.135,47.4255,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4625,0.135,47.631,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5805,0.134,47.836,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6985,0.134,48.0395,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.817,0.132,48.242000000000004,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.936,0.132,48.4425,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.052999999999997,0.129,48.645,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.170999999999996,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.290000000000003,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.408,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.526,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.644,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.761499999999998,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.881,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.998,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.116,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.233999999999998,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3525,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.471,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.589,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.706999999999997,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.825000000000003,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.942999999999998,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.061,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.179500000000004,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.297,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4155,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5335,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.652,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7695,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.887499999999996,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0055,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1235,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2415,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3595,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4775,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.596,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.714,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8325,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.95,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.068,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1855,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.304,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
