Model,TBS1102C,
-3.504e-02,2.24,-0.0076
-3.488e-02,2.24,-0.0096
-3.472e-02,2.2,-0.0084
-3.456e-02,2.2,-0.008
-3.440e-02,2.18,-0.008
-3.424e-02,2.16,-0.0088
-3.408e-02,2.16,-0.0088
-3.392e-02,2.14,-0.0112
-3.376e-02,2.1,-0.012
-3.360e-02,2.08,-0.0116
-3.344e-02,2.08,-0.0136
-3.328e-02,2.06,-0.0128
-3.312e-02,2.02,-0.0148
-3.296e-02,2,-0.016
-3.280e-02,2,-0.014
-3.264e-02,1.96,-0.0132
-3.248e-02,1.94,-0.0164
-3.232e-02,1.9,-0.016
-3.216e-02,1.9,-0.0168
-3.200e-02,1.86,-0.0156
-3.184e-02,1.84,-0.0172
-3.168e-02,1.8,-0.0168
-3.152e-02,1.78,-0.0188
-3.136e-02,1.74,-0.0192
-3.120e-02,1.7,-0.0192
-3.104e-02,1.7,-0.0192
-3.088e-02,1.64,-0.0204
-3.072e-02,1.62,-0.0204
-3.056e-02,1.58,-0.0188
-3.040e-02,1.54,-0.0208
-3.024e-02,1.52,-0.0212
-3.008e-02,1.48,-0.0224
-2.992e-02,1.44,-0.0232
-2.976e-02,1.4,-0.0228
-2.960e-02,1.36,-0.0232
-2.944e-02,1.32,-0.0248
-2.928e-02,1.28,-0.0252
-2.912e-02,1.26,-0.026
-2.896e-02,1.22,-0.0248
-2.880e-02,1.2,-0.0228
-2.864e-02,1.12,-0.0256
-2.848e-02,1.1,-0.0268
-2.832e-02,1.04,-0.0256
-2.816e-02,1,-0.0284
-2.800e-02,0.96,-0.0272
-2.784e-02,0.94,-0.0272
-2.768e-02,0.88,-0.0276
-2.752e-02,0.84,-0.028
-2.736e-02,0.78,-0.0288
-2.720e-02,0.76,-0.0284
-2.704e-02,0.72,-0.0288
-2.688e-02,0.66,-0.0268
-2.672e-02,0.62,-0.028
-2.656e-02,0.58,-0.0284
-2.640e-02,0.54,-0.0284
-2.624e-02,0.5,-0.0288
-2.608e-02,0.44,-0.0304
-2.592e-02,0.4,-0.0276
-2.576e-02,0.34,-0.03
-2.560e-02,0.3,-0.0272
-2.544e-02,0.28,-0.0284
-2.528e-02,0.22,-0.03
-2.512e-02,0.18,-0.0304
-2.496e-02,0.12,-0.03
-2.480e-02,0.08,-0.0312
-2.464e-02,0.02,-0.03
-2.448e-02,0,-0.0288
-2.432e-02,-0.06,-0.0292
-2.416e-02,-0.1,-0.0308
-2.400e-02,-0.16,-0.0316
-2.384e-02,-0.2,-0.0304
-2.368e-02,-0.22,-0.03
-2.352e-02,-0.28,-0.0288
-2.336e-02,-0.32,-0.0304
-2.320e-02,-0.38,-0.0268
-2.304e-02,-0.42,-0.0276
-2.288e-02,-0.46,-0.0304
-2.272e-02,-0.52,-0.0296
-2.256e-02,-0.56,-0.0296
-2.240e-02,-0.6,-0.0288
-2.224e-02,-0.64,-0.0288
-2.208e-02,-0.68,-0.0312
-2.192e-02,-0.72,-0.028
-2.176e-02,-0.78,-0.0324
-2.160e-02,-0.82,-0.0284
-2.144e-02,-0.86,-0.0276
-2.128e-02,-0.9,-0.0276
-2.112e-02,-0.94,-0.0284
-2.096e-02,-0.98,-0.0276
-2.080e-02,-1.02,-0.0272
-2.064e-02,-1.06,-0.0272
-2.048e-02,-1.1,-0.0264
-2.032e-02,-1.16,-0.026
-2.016e-02,-1.18,-0.0252
-2.000e-02,-1.22,-0.0252
-1.984e-02,-1.26,-0.024
-1.968e-02,-1.3,-0.0248
-1.952e-02,-1.34,-0.0252
-1.936e-02,-1.38,-0.0244
-1.920e-02,-1.42,-0.024
-1.904e-02,-1.46,-0.0224
-1.888e-02,-1.5,-0.0236
-1.872e-02,-1.54,-0.0232
-1.856e-02,-1.56,-0.0232
-1.840e-02,-1.6,-0.0216
-1.824e-02,-1.64,-0.0216
-1.808e-02,-1.66,-0.0208
-1.792e-02,-1.7,-0.02
-1.776e-02,-1.72,-0.0192
-1.760e-02,-1.76,-0.0216
-1.744e-02,-1.78,-0.0192
-1.728e-02,-1.82,-0.016
-1.712e-02,-1.84,-0.0188
-1.696e-02,-1.86,-0.0168
-1.680e-02,-1.9,-0.0172
-1.664e-02,-1.92,-0.0152
-1.648e-02,-1.94,-0.0152
-1.632e-02,-1.96,-0.0128
-1.616e-02,-2,-0.0148
-1.600e-02,-2,-0.0148
-1.584e-02,-2.04,-0.0144
-1.568e-02,-2.08,-0.0148
-1.552e-02,-2.06,-0.0148
-1.536e-02,-2.1,-0.0136
-1.520e-02,-2.12,-0.0112
-1.504e-02,-2.12,-0.0112
-1.488e-02,-2.14,-0.0128
-1.472e-02,-2.16,-0.0104
-1.456e-02,-2.18,-0.0112
-1.440e-02,-2.2,-0.0064
-1.424e-02,-2.2,-0.0088
-1.408e-02,-2.22,-0.0076
-1.392e-02,-2.24,-0.0068
-1.376e-02,-2.26,-0.0084
-1.360e-02,-2.26,-0.0072
-1.344e-02,-2.26,-0.0068
-1.328e-02,-2.28,-0.0064
-1.312e-02,-2.28,-0.0028
-1.296e-02,-2.28,-0.0044
-1.280e-02,-2.3,-0.0032
-1.264e-02,-2.3,-0.0036
-1.248e-02,-2.3,-0.0028
-1.232e-02,-2.3,-0.0024
-1.216e-02,-2.32,-0.0012
-1.200e-02,-2.32,-0.0004
-1.184e-02,-2.32,0.0016
-1.168e-02,-2.3,0.0036
-1.152e-02,-2.3,0.0028
-1.136e-02,-2.3,0.004
-1.120e-02,-2.3,0.0028
-1.104e-02,-2.28,0.0052
-1.088e-02,-2.28,0.0032
-1.072e-02,-2.26,0.0052
-1.056e-02,-2.26,0.0028
-1.040e-02,-2.26,0.0076
-1.024e-02,-2.24,0.006
-1.008e-02,-2.22,0.0084
-9.920e-03,-2.22,0.0076
-9.760e-03,-2.2,0.01
-9.600e-03,-2.18,0.0096
-9.440e-03,-2.16,0.0104
-9.280e-03,-2.16,0.0072
-9.120e-03,-2.12,0.0116
-8.960e-03,-2.1,0.0116
-8.800e-03,-2.1,0.0124
-8.640e-03,-2.08,0.0112
-8.480e-03,-2.06,0.0088
-8.320e-03,-2.02,0.0152
-8.160e-03,-2.02,0.0132
-8.000e-03,-2,0.0132
-7.840e-03,-1.96,0.0148
-7.680e-03,-1.94,0.016
-7.520e-03,-1.92,0.0168
-7.360e-03,-1.9,0.0164
-7.200e-03,-1.88,0.0152
-7.040e-03,-1.84,0.0164
-6.880e-03,-1.8,0.0172
-6.720e-03,-1.78,0.018
-6.560e-03,-1.76,0.0228
-6.400e-03,-1.72,0.0208
-6.240e-03,-1.7,0.02
-6.080e-03,-1.66,0.0208
-5.920e-03,-1.64,0.0212
-5.760e-03,-1.6,0.0208
-5.600e-03,-1.56,0.0216
-5.440e-03,-1.54,0.0228
-5.280e-03,-1.5,0.0224
-5.120e-03,-1.46,0.024
-4.960e-03,-1.42,0.0252
-4.800e-03,-1.4,0.0236
-4.640e-03,-1.36,0.0228
-4.480e-03,-1.32,0.0248
-4.320e-03,-1.26,0.0256
-4.160e-03,-1.24,0.0248
-4.000e-03,-1.18,0.0252
-3.840e-03,-1.16,0.024
-3.680e-03,-1.12,0.026
-3.520e-03,-1.08,0.026
-3.360e-03,-1.04,0.0252
-3.200e-03,-1,0.0272
-3.040e-03,-0.94,0.028
-2.880e-03,-0.9,0.028
-2.720e-03,-0.86,0.0292
-2.560e-03,-0.82,0.0276
-2.400e-03,-0.78,0.028
-2.240e-03,-0.74,0.0284
-2.080e-03,-0.68,0.0292
-1.920e-03,-0.66,0.0272
-1.760e-03,-0.6,0.0292
-1.600e-03,-0.56,0.0288
-1.440e-03,-0.54,0.0288
-1.280e-03,-0.48,0.03
-1.120e-03,-0.44,0.0292
-9.600e-04,-0.38,0.0292
-8.000e-04,-0.34,0.0264
-6.400e-04,-0.3,0.0292
-4.800e-04,-0.26,0.0296
-3.200e-04,-0.2,0.03
-1.600e-04,-0.16,0.0288
-3.793e-15,-0.12,0.0292
1.600e-04,-0.08,0.03
3.200e-04,-0.04,0.026
4.800e-04,0.02,0.0292
6.400e-04,0.06,0.0296
8.000e-04,0.1,0.0296
9.600e-04,0.16,0.0304
1.120e-03,0.2,0.0304
1.280e-03,0.24,0.0304
1.440e-03,0.3,0.0296
1.600e-03,0.32,0.0296
1.760e-03,0.36,0.0308
1.920e-03,0.42,0.0296
2.080e-03,0.46,0.0296
2.240e-03,0.5,0.0296
2.400e-03,0.56,0.0292
2.560e-03,0.58,0.0272
2.720e-03,0.64,0.0288
2.880e-03,0.68,0.0316
3.040e-03,0.72,0.024
3.200e-03,0.76,0.0276
3.360e-03,0.82,0.0304
3.520e-03,0.86,0.0284
3.680e-03,0.9,0.0272
3.840e-03,0.94,0.0284
4.000e-03,0.98,0.0268
4.160e-03,1.02,0.0264
4.320e-03,1.08,0.0288
4.480e-03,1.1,0.0276
4.640e-03,1.16,0.0256
4.800e-03,1.18,0.0252
4.960e-03,1.22,0.0264
5.120e-03,1.26,0.024
5.280e-03,1.3,0.0212
5.440e-03,1.34,0.026
5.600e-03,1.4,0.024
5.760e-03,1.42,0.0236
5.920e-03,1.46,0.0232
6.080e-03,1.5,0.0228
6.240e-03,1.52,0.0216
6.400e-03,1.56,0.022
6.560e-03,1.58,0.0204
6.720e-03,1.62,0.0224
6.880e-03,1.66,0.0224
7.040e-03,1.68,0.0208
7.200e-03,1.72,0.02
7.360e-03,1.74,0.0196
7.520e-03,1.78,0.0196
7.680e-03,1.8,0.0152
7.840e-03,1.84,0.0184
8.000e-03,1.86,0.0176
8.160e-03,1.88,0.0164
8.320e-03,1.92,0.0168
8.480e-03,1.94,0.0156
8.640e-03,1.98,0.0156
8.800e-03,2,0.016
8.960e-03,2,0.0144
9.120e-03,2.04,0.014
9.280e-03,2.06,0.0132
9.440e-03,2.08,0.0116
9.600e-03,2.08,0.012
9.760e-03,2.12,0.0116
9.920e-03,2.14,0.0136
1.008e-02,2.14,0.0116
1.024e-02,2.16,0.01
1.040e-02,2.18,0.0108
1.056e-02,2.2,0.0084
1.072e-02,2.2,0.0092
1.088e-02,2.22,0.0092
1.104e-02,2.24,0.0072
1.120e-02,2.24,0.0076
1.136e-02,2.24,0.0064
1.152e-02,2.26,0.0056
1.168e-02,2.28,0.0056
1.184e-02,2.28,0.006
1.200e-02,2.3,0.0044
1.216e-02,2.3,0.004
1.232e-02,2.3,0.0024
1.248e-02,2.3,0.0032
1.264e-02,2.3,0.002
1.280e-02,2.3,0.0024
1.296e-02,2.3,0.0028
1.312e-02,2.3,-0.0032
1.328e-02,2.32,-0.0004
1.344e-02,2.3,-0.0024
1.360e-02,2.3,-0.002
1.376e-02,2.3,0.0008
1.392e-02,2.3,-0.0032
1.408e-02,2.28,-0.0032
1.424e-02,2.28,-0.0068
1.440e-02,2.28,-0.002
1.456e-02,2.26,-0.0064
1.472e-02,2.26,-0.004
1.488e-02,2.24,-0.008
1.504e-02,2.24,-0.0104
1.520e-02,2.2,-0.0092
1.536e-02,2.2,-0.0108
1.552e-02,2.18,-0.0116
1.568e-02,2.16,-0.0136
1.584e-02,2.14,-0.01
1.600e-02,2.14,-0.0084
1.616e-02,2.14,-0.0108
1.632e-02,2.12,-0.012
1.648e-02,2.08,-0.0124
1.664e-02,2.06,-0.0128
1.680e-02,2.04,-0.0128
1.696e-02,2.02,-0.014
1.712e-02,2,-0.0132
1.728e-02,1.96,-0.016
1.744e-02,1.94,-0.0148
1.760e-02,1.92,-0.016
1.776e-02,1.9,-0.0168
1.792e-02,1.88,-0.0172
1.808e-02,1.84,-0.0176
1.824e-02,1.82,-0.0176
1.840e-02,1.78,-0.0196
1.856e-02,1.76,-0.0184
1.872e-02,1.72,-0.0176
1.888e-02,1.7,-0.0192
1.904e-02,1.66,-0.0208
1.920e-02,1.64,-0.0208
1.936e-02,1.6,-0.022
1.952e-02,1.56,-0.0224
1.968e-02,1.54,-0.0232
1.984e-02,1.5,-0.0228
2.000e-02,1.48,-0.0232
2.016e-02,1.42,-0.0236
2.032e-02,1.4,-0.0228
2.048e-02,1.34,-0.0252
2.064e-02,1.3,-0.0236
2.080e-02,1.26,-0.0252
2.096e-02,1.22,-0.0264
2.112e-02,1.2,-0.0244
2.128e-02,1.16,-0.0256
2.144e-02,1.12,-0.0264
2.160e-02,1.08,-0.0276
2.176e-02,1.02,-0.0256
2.192e-02,0.98,-0.0268
2.208e-02,0.94,-0.0276
2.224e-02,0.9,-0.0268
2.240e-02,0.86,-0.0284
2.256e-02,0.82,-0.028
2.272e-02,0.78,-0.028
2.288e-02,0.74,-0.0284
2.304e-02,0.68,-0.0296
2.320e-02,0.64,-0.0292
2.336e-02,0.6,-0.0284
2.352e-02,0.56,-0.0272
2.368e-02,0.5,-0.0308
2.384e-02,0.46,-0.0296
2.400e-02,0.42,-0.0288
2.416e-02,0.36,-0.0316
2.432e-02,0.32,-0.0272
2.448e-02,0.28,-0.0284
2.464e-02,0.24,-0.0288
2.480e-02,0.18,-0.0308
2.496e-02,0.14,-0.0312
2.512e-02,0.1,-0.03
2.528e-02,0.06,-0.0308
2.544e-02,0,-0.0296
2.560e-02,-0.02,-0.0304
2.576e-02,-0.06,-0.0296
2.592e-02,-0.12,-0.03
2.608e-02,-0.16,-0.03
2.624e-02,-0.2,-0.0304
2.640e-02,-0.26,-0.0304
2.656e-02,-0.3,-0.0304
2.672e-02,-0.36,-0.028
2.688e-02,-0.4,-0.03
2.704e-02,-0.44,-0.0296
2.720e-02,-0.48,-0.0316
2.736e-02,-0.52,-0.0296
2.752e-02,-0.56,-0.028
2.768e-02,-0.6,-0.0288
2.784e-02,-0.66,-0.028
2.800e-02,-0.7,-0.0284
2.816e-02,-0.74,-0.0288
2.832e-02,-0.78,-0.0288
2.848e-02,-0.82,-0.0284
2.864e-02,-0.88,-0.0284
2.880e-02,-0.92,-0.0256
2.896e-02,-0.96,-0.0264
2.912e-02,-1,-0.0272
2.928e-02,-1.04,-0.0268
2.944e-02,-1.08,-0.0268
2.960e-02,-1.14,-0.0252
2.976e-02,-1.16,-0.0268
2.992e-02,-1.2,-0.028
3.008e-02,-1.24,-0.0248
3.024e-02,-1.28,-0.0244
3.040e-02,-1.34,-0.0236
3.056e-02,-1.36,-0.0248
3.072e-02,-1.4,-0.0228
3.088e-02,-1.44,-0.024
3.104e-02,-1.48,-0.0232
3.120e-02,-1.5,-0.0224
3.136e-02,-1.54,-0.0224
3.152e-02,-1.58,-0.022
3.168e-02,-1.6,-0.0204
3.184e-02,-1.64,-0.0208
3.200e-02,-1.68,-0.0208
3.216e-02,-1.7,-0.0196
3.232e-02,-1.74,-0.0204
3.248e-02,-1.76,-0.0192
3.264e-02,-1.78,-0.0192
3.280e-02,-1.82,-0.0188
3.296e-02,-1.84,-0.0176
3.312e-02,-1.88,-0.0164
3.328e-02,-1.9,-0.016
3.344e-02,-1.92,-0.016
3.360e-02,-1.94,-0.0152
3.376e-02,-1.96,-0.0148
3.392e-02,-1.98,-0.012
3.408e-02,-2,-0.0108
3.424e-02,-2.06,-0.0144
3.440e-02,-2.06,-0.014
3.456e-02,-2.08,-0.0112
3.472e-02,-2.1,-0.008
3.488e-02,-2.12,-0.0112
3.504e-02,-2.12,-0.01
3.520e-02,-2.14,-0.0124
3.536e-02,-2.16,-0.0108
3.552e-02,-2.18,-0.0096
3.568e-02,-2.2,-0.0092
3.584e-02,-2.22,-0.008
3.600e-02,-2.22,-0.008
3.616e-02,-2.24,-0.008
3.632e-02,-2.24,-0.008
3.648e-02,-2.26,-0.006
3.664e-02,-2.26,-0.0044
3.680e-02,-2.28,-0.0052
3.696e-02,-2.28,-0.0048
3.712e-02,-2.3,-0.0028
3.728e-02,-2.3,-0.004
3.744e-02,-2.3,-0.0032
3.760e-02,-2.32,-0.0044
3.776e-02,-2.3,-0.0016
3.792e-02,-2.3,-0.002
3.808e-02,-2.3,0.0012
3.824e-02,-2.3,0.0004
3.840e-02,-2.3,0.0032
3.856e-02,-2.3,0.0032
3.872e-02,-2.3,0.0032
3.888e-02,-2.28,0.0048
3.904e-02,-2.28,0.0052
3.920e-02,-2.26,0.0068
3.936e-02,-2.26,0.0048
3.952e-02,-2.24,0.0064
3.968e-02,-2.24,0.0064
3.984e-02,-2.22,0.0068
4.000e-02,-2.22,0.0092
4.016e-02,-2.18,0.0116
4.032e-02,-2.18,0.008
4.048e-02,-2.18,0.0088
4.064e-02,-2.16,0.0096
4.080e-02,-2.14,0.0096
4.096e-02,-2.12,0.0116
4.112e-02,-2.1,0.0124
4.128e-02,-2.08,0.0124
4.144e-02,-2.06,0.014
4.160e-02,-2.04,0.01
4.176e-02,-2.02,0.0136
4.192e-02,-2,0.0136
4.208e-02,-1.98,0.0148
4.224e-02,-1.94,0.014
4.240e-02,-1.92,0.016
4.256e-02,-1.9,0.0164
4.272e-02,-1.88,0.0168
4.288e-02,-1.84,0.016
4.304e-02,-1.82,0.018
4.320e-02,-1.78,0.018
4.336e-02,-1.76,0.0204
4.352e-02,-1.74,0.018
4.368e-02,-1.72,0.0204
4.384e-02,-1.68,0.0224
4.400e-02,-1.64,0.0184
4.416e-02,-1.62,0.0188
4.432e-02,-1.58,0.0184
4.448e-02,-1.54,0.022
4.464e-02,-1.52,0.022
4.480e-02,-1.48,0.0216
4.496e-02,-1.44,0.024
4.512e-02,-1.42,0.0204
4.528e-02,-1.38,0.0236
4.544e-02,-1.32,0.024
4.560e-02,-1.3,0.0252
4.576e-02,-1.26,0.0264
4.592e-02,-1.22,0.0268
4.608e-02,-1.18,0.026
4.624e-02,-1.14,0.0256
4.640e-02,-1.1,0.0264
4.656e-02,-1.06,0.0268
4.672e-02,-1.02,0.0276
4.688e-02,-0.98,0.0272
4.704e-02,-0.94,0.0264
4.720e-02,-0.88,0.0276
4.736e-02,-0.84,0.0272
4.752e-02,-0.8,0.028
4.768e-02,-0.76,0.0284
4.784e-02,-0.72,0.0284
4.800e-02,-0.68,0.0308
4.816e-02,-0.64,0.0288
4.832e-02,-0.58,0.0292
4.848e-02,-0.56,0.0288
4.864e-02,-0.5,0.03
4.880e-02,-0.46,0.0296
4.896e-02,-0.42,0.03
4.912e-02,-0.36,0.0304
4.928e-02,-0.32,0.0324
4.944e-02,-0.28,0.03
4.960e-02,-0.24,0.0284
4.976e-02,-0.18,0.0304
4.992e-02,-0.14,0.0308
5.008e-02,-0.1,0.0304
5.024e-02,-0.04,0.0304
5.040e-02,-0.02,0.0304
5.056e-02,0.04,0.0304
5.072e-02,0.08,0.0284
5.088e-02,0.12,0.0308
5.104e-02,0.18,0.0308
5.120e-02,0.2,0.0308
5.136e-02,0.26,0.03
5.152e-02,0.3,0.0312
5.168e-02,0.34,0.03
5.184e-02,0.38,0.0296
5.200e-02,0.44,0.028
5.216e-02,0.48,0.0312
5.232e-02,0.52,0.0292
5.248e-02,0.56,0.0292
5.264e-02,0.62,0.03
5.280e-02,0.66,0.0304
5.296e-02,0.72,0.0292
5.312e-02,0.76,0.0284
5.328e-02,0.8,0.0296
5.344e-02,0.84,0.0292
5.360e-02,0.88,0.0288
5.376e-02,0.92,0.0268
5.392e-02,0.96,0.0272
5.408e-02,1,0.0284
5.424e-02,1.04,0.0284
5.440e-02,1.08,0.0256
5.456e-02,1.12,0.0256
5.472e-02,1.16,0.0272
5.488e-02,1.22,0.028
5.504e-02,1.24,0.026
5.520e-02,1.28,0.0236
5.536e-02,1.32,0.026
5.552e-02,1.36,0.0256
5.568e-02,1.4,0.0248
5.584e-02,1.44,0.026
5.600e-02,1.48,0.0188
5.616e-02,1.5,0.024
5.632e-02,1.54,0.0228
5.648e-02,1.58,0.022
5.664e-02,1.6,0.0232
5.680e-02,1.64,0.0228
5.696e-02,1.68,0.0212
5.712e-02,1.72,0.0196
5.728e-02,1.74,0.0192
5.744e-02,1.76,0.0204
5.760e-02,1.8,0.0184
5.776e-02,1.82,0.0188
5.792e-02,1.86,0.0184
5.808e-02,1.88,0.0176
5.824e-02,1.9,0.0172
5.840e-02,1.94,0.0172
5.856e-02,1.94,0.0164
5.872e-02,1.98,0.016
5.888e-02,2,0.0152
5.904e-02,2.02,0.0148
5.920e-02,2.04,0.014
5.936e-02,2.06,0.0136
5.952e-02,2.08,0.0136
5.968e-02,2.1,0.0132
5.984e-02,2.12,0.0112
6.000e-02,2.14,0.0104
6.016e-02,2.16,0.0088
6.032e-02,2.16,0.0104
6.048e-02,2.2,0.0112
6.064e-02,2.2,0.0112
6.080e-02,2.22,0.0128
6.096e-02,2.24,0.0088
6.112e-02,2.24,0.0076
6.128e-02,2.24,0.0076
6.144e-02,2.26,0.0064
6.160e-02,2.26,0.0072
6.176e-02,2.28,0.0056
6.192e-02,2.28,0.0048
6.208e-02,2.3,0.0032
6.224e-02,2.3,0.004
6.240e-02,2.3,0.0036
6.256e-02,2.32,0.0024
6.272e-02,2.32,0.002
6.288e-02,2.32,0.0012
6.304e-02,2.32,0
6.320e-02,2.3,0
6.336e-02,2.3,-0.0032
6.352e-02,2.3,-0.0024
6.368e-02,2.3,-0.0012
6.384e-02,2.32,-0.002
6.400e-02,2.3,-0.002
6.416e-02,2.28,-0.0056
6.432e-02,2.28,-0.0044
6.448e-02,2.26,-0.0028
6.464e-02,2.26,-0.0052
6.480e-02,2.24,-0.0072
6.496e-02,2.22,-0.0108
6.512e-02,2.22,-0.008
6.528e-02,2.22,-0.0064
6.544e-02,2.18,-0.0092
6.560e-02,2.18,-0.0108
6.576e-02,2.16,-0.0112
6.592e-02,2.14,-0.0116
6.608e-02,2.12,-0.0104
6.624e-02,2.12,-0.0104
6.640e-02,2.08,-0.0116
6.656e-02,2.08,-0.0132
6.672e-02,2.04,-0.0136
6.688e-02,2.04,-0.014
6.704e-02,2.02,-0.0144
6.720e-02,1.98,-0.0148
6.736e-02,1.96,-0.0136
6.752e-02,1.94,-0.016
6.768e-02,1.9,-0.016
6.784e-02,1.88,-0.0156
6.800e-02,1.86,-0.0172
6.816e-02,1.84,-0.0184
6.832e-02,1.8,-0.018
6.848e-02,1.78,-0.0188
6.864e-02,1.76,-0.0188
6.880e-02,1.72,-0.0196
6.896e-02,1.68,-0.0204
6.912e-02,1.66,-0.0192
6.928e-02,1.62,-0.0208
6.944e-02,1.58,-0.0216
6.960e-02,1.56,-0.0224
6.976e-02,1.52,-0.0272
6.992e-02,1.48,-0.0224
7.008e-02,1.44,-0.0224
7.024e-02,1.42,-0.0236
7.040e-02,1.38,-0.0224
7.056e-02,1.34,-0.0284
7.072e-02,1.3,-0.0256
7.088e-02,1.24,-0.0252
7.104e-02,1.22,-0.0252
7.120e-02,1.18,-0.0268
7.136e-02,1.12,-0.0256
7.152e-02,1.08,-0.028
7.168e-02,1.06,-0.0276
7.184e-02,1.02,-0.0268
7.200e-02,0.96,-0.0296
7.216e-02,0.94,-0.0276
7.232e-02,0.88,-0.0264
7.248e-02,0.84,-0.0276
7.264e-02,0.8,-0.0284
7.280e-02,0.76,-0.0284
7.296e-02,0.72,-0.0312
7.312e-02,0.66,-0.0284
7.328e-02,0.64,-0.0288
7.344e-02,0.6,-0.0288
7.360e-02,0.54,-0.0288
7.376e-02,0.48,-0.0308
7.392e-02,0.44,-0.0312
7.408e-02,0.38,-0.03
7.424e-02,0.34,-0.026
7.440e-02,0.3,-0.0308
7.456e-02,0.26,-0.032
7.472e-02,0.22,-0.03
7.488e-02,0.18,-0.0284
7.504e-02,0.12,-0.0304
7.520e-02,0.08,-0.0312
7.536e-02,0.04,-0.0312
7.552e-02,0,-0.0316
7.568e-02,-0.04,-0.0304
7.584e-02,-0.1,-0.0292
7.600e-02,-0.16,-0.032
7.616e-02,-0.2,-0.0304
7.632e-02,-0.24,-0.0304
7.648e-02,-0.28,-0.03
7.664e-02,-0.32,-0.0304
7.680e-02,-0.38,-0.0304
7.696e-02,-0.4,-0.03
7.712e-02,-0.46,-0.0284
7.728e-02,-0.5,-0.0304
7.744e-02,-0.54,-0.0312
7.760e-02,-0.58,-0.028
7.776e-02,-0.64,-0.03
7.792e-02,-0.68,-0.0284
7.808e-02,-0.72,-0.0292
7.824e-02,-0.76,-0.0284
7.840e-02,-0.8,-0.0284
7.856e-02,-0.84,-0.0288
7.872e-02,-0.9,-0.026
7.888e-02,-0.94,-0.0284
7.904e-02,-0.98,-0.0272
7.920e-02,-1.02,-0.0268
7.936e-02,-1.06,-0.0252
7.952e-02,-1.1,-0.0264
7.968e-02,-1.14,-0.0268
7.984e-02,-1.18,-0.0244
8.000e-02,-1.22,-0.0252
8.016e-02,-1.26,-0.0256
8.032e-02,-1.3,-0.0252
8.048e-02,-1.34,-0.0244
8.064e-02,-1.38,-0.024
8.080e-02,-1.42,-0.0244
8.096e-02,-1.46,-0.024
8.112e-02,-1.5,-0.0236
8.128e-02,-1.54,-0.0232
8.144e-02,-1.56,-0.0232
8.160e-02,-1.6,-0.0216
8.176e-02,-1.64,-0.0224
8.192e-02,-1.66,-0.0196
8.208e-02,-1.68,-0.0216
8.224e-02,-1.72,-0.022
8.240e-02,-1.74,-0.0204
8.256e-02,-1.78,-0.0232
8.272e-02,-1.8,-0.0228
8.288e-02,-1.84,-0.0196
8.304e-02,-1.86,-0.0148
8.320e-02,-1.88,-0.0172
8.336e-02,-1.92,-0.0176
8.352e-02,-1.94,-0.0164
8.368e-02,-1.96,-0.0148
8.384e-02,-2,-0.0192
8.400e-02,-2,-0.014
8.416e-02,-2.02,-0.0124
8.432e-02,-2.04,-0.0112
8.448e-02,-2.08,-0.014
8.464e-02,-2.08,-0.012
8.480e-02,-2.1,-0.0108
8.496e-02,-2.14,-0.0136
8.512e-02,-2.14,-0.01
8.528e-02,-2.16,-0.0104
8.544e-02,-2.18,-0.0124
8.560e-02,-2.2,-0.0116
8.576e-02,-2.2,-0.008
8.592e-02,-2.22,-0.0092
8.608e-02,-2.24,-0.0096
8.624e-02,-2.24,-0.0052
8.640e-02,-2.24,-0.0056
8.656e-02,-2.26,-0.0052
8.672e-02,-2.26,-0.0044
8.688e-02,-2.28,-0.0064
8.704e-02,-2.3,-0.0076
8.720e-02,-2.3,-0.0048
8.736e-02,-2.3,-0.0032
8.752e-02,-2.3,-0.004
8.768e-02,-2.32,-0.0024
8.784e-02,-2.32,-0.002
8.800e-02,-2.32,0
8.816e-02,-2.3,-0.0008
8.832e-02,-2.3,0.0008
8.848e-02,-2.3,0.0032
8.864e-02,-2.3,0.0032
8.880e-02,-2.3,0.0024
8.896e-02,-2.28,0.0028
8.912e-02,-2.28,0.0052
8.928e-02,-2.26,0.0056
8.944e-02,-2.26,0.0056
8.960e-02,-2.24,0.01
8.976e-02,-2.24,0.0068
8.992e-02,-2.22,0.006
9.008e-02,-2.22,0.0076
9.024e-02,-2.2,0.0092
9.040e-02,-2.18,0.01
9.056e-02,-2.16,0.0096
9.072e-02,-2.16,0.0096
9.088e-02,-2.14,0.0068
9.104e-02,-2.12,0.012
9.120e-02,-2.1,0.012
9.136e-02,-2.08,0.0124
9.152e-02,-2.06,0.012
9.168e-02,-2.02,0.012
9.184e-02,-2.02,0.0136
9.200e-02,-1.98,0.016
9.216e-02,-1.96,0.0132
9.232e-02,-1.94,0.016
9.248e-02,-1.92,0.0148
9.264e-02,-1.9,0.0172
9.280e-02,-1.86,0.0152
9.296e-02,-1.84,0.0172
9.312e-02,-1.82,0.0184
9.328e-02,-1.78,0.0188
9.344e-02,-1.76,0.02
9.360e-02,-1.72,0.0212
9.376e-02,-1.7,0.0228
9.392e-02,-1.68,0.0172
9.408e-02,-1.64,0.0216
9.424e-02,-1.62,0.0196
9.440e-02,-1.58,0.022
9.456e-02,-1.54,0.022
9.472e-02,-1.5,0.022
9.488e-02,-1.46,0.0224
9.504e-02,-1.44,0.0232
9.520e-02,-1.4,0.0256
9.536e-02,-1.36,0.0224
9.552e-02,-1.3,0.0248
